"trade_date","ts_code","name","industry","area","pe","float_share","total_share","total_assets","liquid_assets","fixed_assets","reserved","reserved_pershare","eps","bvps","pb","list_date","undp","per_undp","rev_yoy","profit_yoy","gpr","npr","holder_num"
"20250213","688620.SH","安凯微","半导体","广东","0","2.29","3.92","17.14","6.27","1.9","10.03","2.56","-0.06","3.77","4.7","20230627","0.88","0.22","0.02","-262.83","18.49","-6.05","13670"
"20250213","870199.BJ","倍益康","家用电器","四川","59.87","0.37","0.68","7.16","4.33","0.36","3.35","4.92","0.3","7.71","3.15","20221201","1","1.47","-18.97","-35.48","39.1","10.19","6432"
"20250213","300478.SZ","杭州高新","塑料","浙江","0","1.24","1.27","3.19","1.71","1.25","1.89","1.49","-0.13","0.6","17.94","20150610","-2.82","-2.23","-9.52","-138.43","3.36","-6.52","9024"
"20250213","873223.BJ","荣亿精密","机械基件","浙江","0","0.82","1.57","4.68","2.13","1.95","0.92","0.58","-0.13","1.73","6.8","20220609","0.16","0.1","17.81","16.87","11.99","-9.9","4671"
"20250213","002965.SZ","祥鑫科技","汽车配件","广东","28.21","1.53","2.04","73.82","53.51","12.9","23.81","11.66","1.46","20.05","2.47","20191025","13.93","6.82","24.88","-2.96","13.89","5.57","28740"
"20250213","300660.SZ","江苏雷利","电气设备","江苏","46.91","3.19","3.19","63.13","42.94","11.22","16.8","5.26","0.76","10.59","4.46","20170602","11.92","3.73","10.2","-4.42","28.76","10.61","34670"
"20250213","430300.BJ","辰光医疗","医疗保健","上海","0","0.67","0.86","4.98","3.05","1.05","1.05","1.22","-0.18","3.18","4.04","20221207","0.7","0.81","-13.44","-129.77","41.27","-18.44","2613"
"20250213","688156.SH","路德环境","饲料","湖北","0","1.01","1.01","17.38","6.93","5.05","5.74","5.7","-0.03","8.82","1.59","20200922","1.9","1.89","-4.13","-113.07","30.42","-3.58","3538"
"20250213","688023.SH","安恒信息","软件服务","浙江","0","1.02","1.02","45.73","25.61","4.11","27.67","27.06","-3.28","22.95","2.96","20191105","-5.93","-5.79","-5.2","37.26","55.79","-29.75","10073"
"20250213","837663.BJ","明阳科技","汽车配件","江苏","23.53","0.49","1.03","4.23","2.77","1.06","0.79","0.77","0.58","3.41","5.32","20230315","1.54","1.49","17.18","34.01","44.54","28.46","3069"
"20250213","000997.SZ","新 大 陆","IT设备","福建","21.97","10.26","10.32","126.21","81.45","3.94","18.42","1.78","0.81","6.78","3.43","20000807","40.08","3.88","-3.92","0.07","38.03","17.71","53006"
"20250213","301360.SZ","荣旗科技","专用机械","江苏","116.13","0.28","0.53","13.88","12.51","1.16","8.89","16.66","0.35","21.61","2.47","20230425","1.9","3.56","-19.7","79.97","44.67","8.06","9445"
"20250213","300688.SZ","创业黑马","文教休闲","北京","0","1.48","1.67","7.08","4.45","0.02","3.57","2.13","-0.26","2.9","13.05","20170810","-0.34","-0.2","-11.33","-189.25","53.46","-27.01","22288"
"20250213","870436.BJ","大地电气","汽车配件","江苏","0","0.89","0.94","10.85","7.09","1.11","2.69","2.85","-0.24","4.51","4.1","20211115","0.32","0.34","-0.39","-352.88","15.78","-4.11","5528"
"20250213","600889.SH","南京化纤","化纤","江苏","0","3.66","3.66","17.46","5.19","10.16","5.39","1.47","-0.43","1.95","9.74","19960308","-4.55","-1.24","30.29","-64.28","-7.65","-41.06","33212"
"20250213","605555.SH","德昌股份","家用电器","浙江","23.57","1.36","3.72","48.85","32.46","9.06","12.98","3.49","0.81","7.77","3.27","20211021","11.04","2.97","40.33","14.5","17.58","10.1","15803"
"20250213","836957.BJ","汉维科技","化工原料","广东","55.25","0.43","1.07","6.35","4.17","1.03","1.12","1.05","0.16","3.69","3.18","20221214","1.47","1.37","26.1","6.02","11.43","3.91","3435"
"20250213","870357.BJ","雅葆轩","元器件","安徽","36.46","0.45","0.8","4.94","3.98","0.53","1.68","2.1","0.45","4.56","4.75","20221118","0.94","1.17","6.39","11.79","20.6","13.27","5383"
"20250213","837242.BJ","建邦科技","汽车配件","山东","18.59","0.37","0.66","7.77","6.82","0.42","2.11","3.21","1.17","8.65","3.29","20200727","2.58","3.92","36.15","50.82","30.6","14.07","3277"
"20250213","838262.BJ","太湖雪","纺织","江苏","69.18","0.25","0.53","4.76","3.69","0.19","1.22","2.29","0.29","5.93","4.32","20221230","1.35","2.55","-3.1","-41.03","40.49","4.32","4031"
"20250213","300628.SZ","亿联网络","通信设备","福建","18.68","7.23","12.64","91.17","73.86","10.83","8.54","0.68","1.63","6.57","6.2","20170317","56.7","4.49","27.49","27.91","65.81","50.24","30603"
"20250213","873570.BJ","坤博精工","机械基件","浙江","64.77","0.22","0.46","4.13","2.4","1.32","1.92","4.22","0.38","7.63","4.31","20231123","0.97","2.12","-56.83","-56.87","22.6","18","3225"
"20250213","300718.SZ","长盛轴承","机械基件","浙江","89.87","1.94","2.99","20","10.4","4.96","4.17","1.39","0.57","5.41","12.54","20171106","7.73","2.59","1.95","-5.29","34.82","20.8","15231"
"20250213","301498.SZ","乖宝宠物","饲料","山东","58.04","1.79","4","46.51","21.06","10.14","21.09","5.27","1.18","10.21","8.92","20230816","15.04","3.76","17.96","49.64","41.98","12.85","8707"
"20250213","688590.SH","新致软件","软件服务","上海","143.75","2.63","2.63","32.11","23.13","5.19","7.38","2.81","0.13","5.18","4.51","20201207","3.8","1.45","23.5","-26.47","26.02","1.9","11552"
"20250213","833454.BJ","同心传动","汽车配件","河南","76.15","0.59","1.05","3.76","2.6","1","0.89","0.85","0.14","2.95","4.87","20211115","1.01","0.96","-26.05","-4.74","30.63","16.59","6530"
"20250213","603920.SH","世运电路","元器件","广东","40.47","7.19","7.19","85.66","61.23","22.22","32.26","4.48","0.8","7.95","4.56","20170426","10.85","1.51","9.75","28.97","23.55","12.54","42247"
"20250213","002960.SZ","青鸟消防","专用机械","河北","18.9","6.11","7.35","83.33","62.76","7.75","21.78","2.96","0.46","8.19","1.4","20190809","31.46","4.28","-3.4","-33.66","37.6","10.05","25807"
"20250213","603986.SH","兆易创新","半导体","北京","76.42","6.63","6.64","181.63","119.53","10.33","83.97","12.65","1.26","24.02","5.32","20160818","64.46","9.71","28.56","91.87","39.46","14.73","162815"
"20250213","002222.SZ","福晶科技","元器件","福建","72.41","4.68","4.7","19.43","10.64","5.59","0.52","0.11","0.36","3.35","10.31","20080319","8.85","1.88","11.64","2.66","55.99","26.86","60618"
"20250213","300341.SZ","麦克奥迪","电气设备","福建","58.43","5.15","5.17","24.24","17.79","3.57","0.73","0.14","0.24","3.44","5.36","20120726","11.17","2.16","-3.14","2.21","42.38","12.65","23612"
"20250213","688151.SH","华强科技","医疗保健","湖北","165.88","1.02","3.44","49.89","36.29","5.98","35.11","10.19","0.08","12.16","1.46","20211206","2.55","0.74","-5.76","-7.2","17.27","8.07","18007"
"20250213","839719.BJ","宁新新材","化工原料","江西","0","0.73","0.93","19.73","11.07","7.71","4.41","4.73","-0.54","9.47","1.15","20230526","3.1","3.34","-46.29","-192.01","16.32","-15.96","6226"
"20250213","301326.SZ","捷邦科技","元器件","广东","5699.35","0.27","0.72","17.29","8.41","2.44","10.77","14.92","0.01","18.02","4.42","20220921","1.44","1.99","13.79","104.63","25.67","0.22","11675"
"20250213","835438.BJ","戈碧迦","元器件","湖北","33.51","0.79","1.41","13.3","6.81","5.77","4.32","3.06","0.44","6.59","2.82","20240325","3.25","2.3","0","0","31.7","13.11","4642"
"20250213","836942.BJ","恒立钻具","机械基件","湖北","23.72","0.41","0.61","6.38","5.5","0.24","2.22","3.62","0.49","7.8","1.98","20221208","1.76","2.87","22.23","7.74","39.71","21.18","8077"
"20250213","688081.SH","兴图新科","软件服务","湖北","0","1.03","1.03","5.91","4.04","1.02","4.72","4.58","-0.41","4.6","3.85","20200106","-1.16","-1.13","-6.54","-4.54","59.25","-62.2","4957"
"20250213","688017.SH","绿的谐波","机械基件","江苏","373.23","1.69","1.83","25.37","10.55","4.14","13.45","7.34","0.35","12.01","13.31","20200828","4.4","2.4","8.64","-18.85","39.53","21.71","15830"
"20250213","873726.BJ","卓兆点胶","机械基件","江苏","0","0.23","0.82","6.33","4.87","1.38","4.42","5.39","-0.19","6.93","3.44","20231019","0.24","0.29","-57.68","-123.03","50.22","-15.89","4003"
"20250213","301387.SZ","光大同创","元器件","深圳","388.96","0.42","1.06","23.09","14.36","6.05","11.79","11.07","0.07","15.15","2.38","20230418","3.08","2.89","19.32","-91.51","24.12","0.07","11672"
"20250213","300820.SZ","英杰电气","电气设备","四川","28.3","1.11","2.22","39.91","36.22","2.48","7.36","3.32","1.37","10.72","4.81","20200213","13.62","6.15","17.36","8.27","42.01","23.89","15992"
"20250213","300421.SZ","力星股份","机械基件","江苏","57.35","2.3","2.94","18.88","9.35","6.43","6.76","2.3","0.17","4.25","3.11","20150217","2.04","0.7","3.56","-11.09","18.25","6.53","24319"
"20250213","600255.SH","鑫科材料","小金属","安徽","133.74","18.06","18.06","40.35","20.36","12.86","13.05","0.72","0.02","0.78","5.04","20001122","-17.53","-0.97","27.13","213.43","8.06","1.87","116816"
"20250213","000532.SZ","华金资本","多元金融","广东","124.23","3.44","3.45","22.27","3.38","4.08","0.26","0.07","0.11","3.96","4.4","19940103","8.8","2.55","8.71","-19.42","41.86","15.21","43043"
"20250213","688010.SH","福光股份","元器件","福建","0","1.61","1.61","25.71","11.35","9.21","12.15","7.57","-0.21","10.31","3.56","20190722","2.88","1.79","4.16","7.23","21.36","-7.42","7842"
"20250213","300622.SZ","博士眼镜","其他商业","深圳","77.14","1.16","1.75","12.84","8.33","0.34","2.83","1.62","0.48","4.51","10.85","20170315","2.58","1.47","1.09","-14.46","58.55","9.05","21922"
"20250213","300276.SZ","三丰智能","专用机械","湖北","603.8","10.21","14.01","43.77","35.09","2.17","16.83","1.2","0.01","1.38","7.7","20111115","-11.87","-0.85","23.27","-51.65","14.31","1.48","51351"
"20250213","002657.SZ","中科金财","软件服务","北京","0","3.36","3.4","22.81","13.97","1.38","18.04","5.3","-0.23","5.32","3.96","20120228","-3.75","-1.1","-19.7","-99.97","20.8","-14.69","70425"
"20250213","002241.SZ","歌尔股份","元器件","山东","31.17","30.69","34.76","813.78","491.69","211.72","91.65","2.64","0.69","9.46","2.96","20080522","188.31","5.42","-5.82","162.88","11.44","3.29","296562"
"20250213","688312.SH","燕麦科技","专用机械","深圳","45.77","1.45","1.45","16.07","12.03","2.75","8.47","5.85","0.49","9.85","2.94","20200608","3.61","2.49","73.19","52.41","56.78","18.51","6545"
"20250213","002779.SZ","中坚科技","农用机械","浙江","256.36","1.18","1.32","10.8","7.18","2.28","1.95","1.48","0.3","5.44","19","20151209","3.44","2.6","31.38","-19.4","26.39","6.31","6614"
"20250213","002989.SZ","中天精装","装修装饰","深圳","0","1.79","1.95","26.2","16.75","2.69","7.97","4.08","-0.61","7.99","3.05","20200610","3.81","1.95","-59.42","-371.48","6.76","-40.56","13111"
"20250213","430198.BJ","微创光电","IT设备","湖北","0","0.7","1.61","6.03","3.54","0.13","2.97","1.84","-0.35","2.37","5.52","20200727","-1.12","-0.69","28.01","-46.56","37.17","-97.12","7163"
"20250213","301392.SZ","汇成真空","专用机械","广东","89.26","0.23","1","10.76","8.53","1.8","3.11","3.11","0.77","7.34","10.46","20240605","2.86","2.86","0","0","32.06","14.96","17088"
"20250213","301066.SZ","万事利","纺织","浙江","77.29","1.89","1.89","10.06","4.96","1.4","2.08","1.1","0.15","3.54","4.29","20210922","2.71","1.44","-1.32","14.64","45.07","5.76","9087"
"20250213","002892.SZ","科力尔","电气设备","湖南","117","3.96","6.21","21.97","13.57","2.63","3.36","0.54","0.11","2.11","8.43","20170817","2.9","0.47","26.37","66.79","19.07","5.35","61243"
"20250213","300590.SZ","移为通信","通信设备","上海","41.99","3.54","4.6","19.82","15.99","2.38","5.37","1.17","0.29","3.99","4.09","20170111","7.79","1.69","6.51","36.39","42.51","19.31","40771"
"20250213","000063.SZ","中兴通讯","通信设备","深圳","18.05","40.27","47.84","1996.94","1400.03","141.75","274.67","5.74","1.65","15.12","2.63","19971118","393.54","8.23","0.73","0.83","40.43","8.71","394441"
"20250213","603778.SH","国晟科技","电气设备","北京","0","6.43","6.57","34.73","10.99","9.84","3.85","0.59","-0.2","1.27","2.61","20151231","-2.42","-0.37","17.64","-949.1","-3.11","-20.29","35956"
"20250213","002135.SZ","东南网架","钢加工","浙江","22.69","10.44","11.16","202.03","171.19","16.36","30.16","2.7","0.14","5.52","0.8","20070530","20.68","1.85","-7.5","-40.24","8.09","1.8","53100"
"20250213","688188.SH","柏楚电子","专用机械","上海","41.12","2.05","2.05","56.98","50.2","4.34","29.47","14.34","3.53","25.59","7.57","20190808","20.33","9.89","31.19","26.84","81.63","59.42","5791"
"20250213","300698.SZ","万马科技","通信设备","浙江","132.09","1.19","1.34","9.27","5.78","0.68","1.59","1.19","0.23","3.54","11.6","20170831","1.71","1.27","7.84","-22.69","37.31","8.1","9946"
"20250213","688766.SH","普冉股份","半导体","上海","36.96","1.06","1.06","24.92","23.06","0.41","15.14","14.33","2.13","20.43","5.13","20210823","5.36","5.07","78.13","321.26","33.36","16.45","8958"
"20250213","300627.SZ","华测导航","通信设备","上海","44.9","4.54","5.49","46.5","34.95","5.6","12.97","2.36","0.72","6.13","6.93","20170321","13.19","2.4","24.22","37.84","59.18","16.96","23729"
"20250213","837403.BJ","康农种业","种植业","湖北","136.64","0.42","0.71","7.8","6.17","1.02","1.81","2.55","0.14","5.84","4.19","20240118","1.43","2.01","-4.85","20.04","41.96","19.16","3243"
"20250213","603959.SH","ST百利","建筑工程","湖南","0","4.9","4.9","32.56","24.78","1.57","2.82","0.58","-0.35","0.76","5.16","20160517","-4.6","-0.94","-47.82","-1288.8","7.01","-23.19","19177"
"20250213","832885.BJ","星辰科技","电器仪表","广西","149.36","0.88","1.71","5.07","3.51","0.41","0.79","0.46","0.07","2.21","6.41","20210708","1.07","0.63","10.21","53.86","42.1","12.14","6399"
"20250213","301199.SZ","迈赫股份","专用机械","山东","49.16","0.47","1.33","29.38","26.12","2.05","10.09","7.57","0.5","13.65","2.41","20211207","6.13","4.6","13.71","150.88","20.12","7.45","12340"
"20250213","002315.SZ","焦点科技","互联网","江苏","31.61","2.02","3.17","37.54","13.52","4.26","12.29","3.87","1.13","7.58","6.27","20091209","5.4","1.7","7.77","20.17","80.08","29.03","32073"
"20250213","688160.SH","步科股份","电器仪表","上海","159.14","0.84","0.84","10.28","7.37","0.47","3.77","4.49","0.39","9.04","9.04","20201112","2.65","3.16","8.02","-25.54","36.54","8.17","6562"
"20250213","688227.SH","品高股份","软件服务","广东","0","0.64","1.13","18.81","11.58","0.49","11.3","9.99","-0.42","11.91","3.39","20211230","1.01","0.89","0.87","-5.56","37.36","-27.96","8737"
"20250213","002351.SZ","漫步者","IT设备","深圳","33.04","5.21","8.89","34.06","28.56","3.57","4.63","0.52","0.38","2.97","5.65","20100205","11.75","1.32","15.22","21.91","40.18","17.61","66806"
"20250213","002384.SZ","东山精密","元器件","江苏","39.09","13.86","17.06","456.74","222.34","136.1","79.93","4.69","0.62","11.03","2.96","20100409","96.67","5.67","17.62","-19.91","13.65","4.03","82434"
"20250213","834415.BJ","恒拓开源","软件服务","河南","209.33","1.06","1.41","6.21","4.52","0.11","3.19","2.27","0.07","3.71","5.44","20200727","0.68","0.48","-4.49","-8.43","47.58","8.67","9842"
"20250213","831167.BJ","鑫汇科","元器件","深圳","65.04","0.29","0.5","5.96","3.05","0.23","1.63","3.27","0.29","5.25","4.5","20220527","0.52","1.03","3.13","-25.49","15.28","2.78","4120"
"20250213","300469.SZ","信息发展","软件服务","浙江","0","2.48","2.48","11.96","6.38","2.92","7.52","3.03","-0.26","2.06","13.2","20150611","-5.1","-2.05","14.11","1.51","22.59","-62.62","25158"
"20250213","002243.SZ","力合科创","广告包装","深圳","59.66","12.04","12.11","162.23","74.47","15.76","21.96","1.81","0.11","5.93","1.5","20080528","35.22","2.91","-9.31","-53.33","20.09","4.98","32868"
"20250213","872541.BJ","铁大科技","运输设备","上海","50.17","0.9","1.37","5.55","4.57","0.12","0.65","0.47","0.18","2.89","4.12","20230310","1.54","1.12","0.96","53.22","47.21","15.46","3902"
"20250213","002582.SZ","好想你","食品","河南","0","3.44","4.52","47.92","19.5","8.49","15.86","3.51","-0.15","7.9","1.22","20110520","13.29","2.94","7.9","-48.66","24.26","-5.24","43373"
"20250213","300870.SZ","欧陆通","电气设备","深圳","58.98","1.01","1.01","51.15","33.87","10.23","10.98","10.85","1.55","19.27","6.32","20200824","7.66","7.57","28.95","264.94","21.28","5.89","10841"
"20250213","300154.SZ","瑞凌股份","机械基件","深圳","24.14","3.15","4.5","25.69","18.76","1.56","7.16","1.59","0.32","3.91","2.62","20101229","4.2","0.93","-7.51","42.33","21.76","17.58","14006"
"20250213","688300.SH","联瑞新材","矿物制品","江苏","43.52","1.86","1.86","19.18","10.43","5.77","5.22","2.81","1","7.76","7.45","20191115","6.59","3.55","35.79","48.1","42.16","26.65","6569"
"20250213","002052.SZ","*ST同洲","家用电器","深圳","0","7.46","7.46","7.12","5.38","0.52","10.18","1.36","-0.02","0","-952","20060627","-18.54","-2.49","15.66","65.99","29.46","-10.8","24062"
"20250213","001306.SZ","夏厦精密","机械基件","浙江","65.87","0.16","0.62","18.47","10.16","5.09","9.71","15.66","0.77","21.22","3.19","20231116","2.57","4.15","21.25","-15.65","24.15","10.35","11282"
"20250213","603398.SH","沐邦高科","电气设备","江西","0","4.34","4.34","50.71","11.29","6.6","17.24","3.98","-0.56","4.39","3.65","20151209","-2.97","-0.68","-52.14","-1620.04","-6.6","-50.25","16994"
"20250213","603082.SH","北自科技","运输设备","北京","38.45","0.41","1.62","42.19","39.77","0.78","9.96","6.14","0.77","9.36","4.11","20240130","3.34","2.06","5.62","1.8","17.62","8.38","17144"
"20250213","300669.SZ","沪宁股份","运输设备","浙江","112.01","1.82","1.93","10.03","4.5","2.12","4.47","2.32","0.14","4.55","4.44","20170629","2.16","1.12","-16.59","-31.2","25.34","10.97","4564"
"20250213","603007.SH","ST花王","建筑工程","江苏","0","5","8.77","22.75","11.57","0.3","5.03","0.57","-0.1","0.41","23.42","20160826","-6.2","-0.71","-38.86","-156.51","-1.42","-131.39","11974"
"20250213","600410.SH","华胜天成","软件服务","北京","0","10.96","10.96","84.16","41.24","5","25.38","2.31","-0.2","3.73","2.51","20040427","3.31","0.3","3.41","-6506.36","12.37","-6.44","227000"
"20250213","600360.SH","ST华微","半导体","吉林","35.12","9.6","9.6","66.1","22.15","18.79","11.56","1.2","0.11","3.49","1.42","20010316","11","1.15","24.86","371.14","25.58","6.84","90917"
"20250213","300432.SZ","富临精工","汽车配件","四川","50.68","12.05","12.21","94.26","47.41","25.72","28.53","2.34","0.25","3.56","4.83","20150319","0.6","0.05","40.8","177.26","12.91","5.39","58650"
"20250213","300496.SZ","中科创达","软件服务","北京","149.38","3.67","4.6","114.31","63.19","3.52","59.96","13.03","0.33","20.88","3.15","20151210","25.66","5.58","-4.7","-74.92","36.46","4.19","92426"
"20250213","300561.SZ","汇金科技","软件服务","广东","0","1.8","3.28","6.49","1.61","0.57","0.96","0.29","-0.01","1.91","27.17","20161117","1.55","0.47","-38.51","-182.4","53.1","-6.09","74159"
"20250213","301076.SZ","新瀚新材","化工原料","江苏","80.65","0.69","1.35","12.41","8.02","3.06","5.59","4.16","0.31","8.44","3.96","20211011","3.73","2.77","-7.47","-40.41","24.61","13.68","18400"
"20250213","688252.SH","天德钰","半导体","深圳","39.26","1.82","4.09","24.37","23.04","1.03","9.33","2.28","0.47","5.09","4.82","20220927","7.41","1.81","79.57","156.55","21.38","12.94","9832"
"20250213","003029.SZ","吉大正元","软件服务","吉林","0","1.66","1.94","16.8","8.87","2.13","9.57","4.94","-0.37","6.3","4.03","20201224","0.85","0.44","-13.02","14.32","56.7","-21.85","22380"
"20250213","300885.SZ","海昌新材","机械基件","江苏","47.01","1.67","2.48","9.05","7.26","1.49","2.11","0.85","0.18","3.38","3.42","20200910","3.44","1.38","36.08","63.19","33.91","21.06","13783"
"20250213","871263.BJ","莱赛激光","电器仪表","江苏","1292.74","0.43","0.8","4.25","3.25","0.67","1.28","1.61","0.01","4.48","3.91","20231228","1.28","1.61","-38.95","-96.29","24.28","0.73","4553"
"20250213","832278.BJ","鹿得医疗","医疗保健","江苏","65.22","0.76","1.76","5.05","3.25","0.63","1.29","0.74","0.11","2.22","4.1","20200727","0.68","0.39","-1.44","-29.99","25.07","7.84","6093"
"20250213","002802.SZ","洪汇新材","化工原料","江苏","36.5","1.82","1.82","7.04","5.06","1.24","1.56","0.85","0.25","3.48","3.39","20160629","2.58","1.41","27.27","16.41","29.64","12.88","10830"
"20250213","872895.BJ","花溪科技","农用机械","河南","146.97","0.29","0.57","2.31","1.31","0.76","0.74","1.32","0.07","3.56","3.98","20230406","0.52","0.92","1.21","-33.64","27.93","6.15","3791"
"20250213","002102.SZ","能特科技","化学制药","湖北","44.69","23.31","26.34","85.35","43.64","10.3","16.66","0.63","0.05","1.6","1.7","20061229","-2.69","-0.1","17","-63.53","2.2","1.39","46907"
"20250213","831906.BJ","舜宇精工","汽车配件","浙江","807.35","0.33","0.65","13.89","7.19","4.52","1.8","2.77","0.02","8.26","2.83","20230222","2.69","4.14","-13.3","-94.84","17.85","0.54","3222"
"20250213","832662.BJ","方盛股份","机械基件","江苏","59.85","0.25","0.88","5.99","4.06","1.47","1.74","1.98","0.28","5.11","4.38","20221128","1.59","1.81","-8.5","-55.43","22.65","10.08","2882"
"20250213","000809.SZ","*ST和展","区域地产","辽宁","0","8.25","8.25","50.54","48.13","1.43","0.79","0.1","-0.09","3.32","0.82","19980616","16.41","1.99","447.61","6.39","5.22","-109.93","13895"
"20250213","873690.BJ","捷众科技","汽车配件","浙江","22.52","0.31","0.66","6.1","3.33","2.03","1.98","2.99","0.67","8.1","2.48","20240105","2.42","3.65","15.16","61.3","38.89","23.65","3013"
"20250213","871396.BJ","常辅股份","电器仪表","江苏","34.34","0.42","0.6","4.81","3.91","0.26","1.1","1.83","0.42","5.19","3.68","20201118","1.21","2.02","16.04","42.72","41.44","14.26","2377"
"20250213","300380.SZ","安硕信息","软件服务","上海","1105.07","1.27","1.38","10.84","9.85","0.16","1.69","1.22","0.04","2.68","19.93","20140128","0.25","0.18","5.17","114.75","27.99","-0.21","26327"
"20250213","001319.SZ","铭科精技","汽车配件","广东","38.39","0.61","1.41","16.35","10.09","3.47","7.18","5.08","0.54","8.9","3.11","20220512","3.53","2.5","7.86","7.98","29.01","11.49","20800"
"20250213","300532.SZ","今天国际","软件服务","深圳","15.89","4.31","4.53","44.64","41.37","1.98","3.48","0.77","0.87","3.71","3.42","20160818","7.55","1.67","-11.78","-16.9","28.66","13.3","24775"
"20250213","300843.SZ","胜蓝股份","元器件","广东","47.19","1.56","1.64","20.73","11.84","5.08","4.53","2.77","0.58","7.9","4.27","20200702","5.56","3.4","-2.21","22.31","24.71","9.25","21700"
"20250213","002273.SZ","水晶光电","元器件","浙江","27.36","13.58","13.91","115.14","43.6","41.43","42.93","3.09","0.63","6.36","3.55","20080919","30.16","2.17","32.69","96.77","31.57","18.67","69369"
"20250213","873339.BJ","恒太照明","家用电器","江苏","29.25","1.51","2.2","7.87","5.88","1.62","1.29","0.58","0.21","2.58","3.15","20221117","1.87","0.85","21.41","-27.29","19.01","8.55","5677"
"20250213","600203.SH","福日电子","元器件","福建","0","5.93","5.93","78.34","53.92","8.35","22.37","3.77","-0.23","3.22","3.21","19990514","-9.8","-1.65","2.06","-0.11","5.76","-1.68","66182"
"20250213","688595.SH","芯海科技","半导体","深圳","0","1.42","1.42","14.25","9.27","1.41","7.41","5.2","-0.82","5.1","7.67","20200928","-0.61","-0.43","81.2","-30.51","34.71","-22.27","9693"
"20250213","870204.BJ","沪江材料","塑料","江苏","64.2","0.5","0.94","6.1","2.46","2.84","2","2.12","0.23","5.03","3.99","20220118","1.6","1.69","10.92","5.53","31.65","9.98","3843"
"20250213","688401.SH","路维光电","半导体","深圳","32.46","1.16","1.93","21.76","7.34","10.54","7.42","3.84","0.63","6.82","3.97","20220817","3.98","2.06","25.07","11.73","34.49","20.16","7719"
"20250213","000056.SZ","皇庭国际","其他商业","深圳","0","9.04","12.1","86.46","8.77","1.02","17.8","1.47","-0.23","0.61","5.26","19960708","-18.9","-1.56","-48.41","48.84","59.88","-51.19","51394"
"20250213","300125.SZ","ST聆达","电气设备","辽宁","0","2.65","2.68","12.37","2.69","5.58","6.75","2.52","-2.13","-0.59","-10.51","20101013","-11.07","-4.14","-93.67","-6898.73","-68.76","-1173.06","11458"
"20250213","002891.SZ","中宠股份","饲料","山东","27.98","2.94","2.94","43.23","19.4","10.48","10.96","3.72","0.96","8.35","4.28","20170821","9.71","3.3","17.56","59.54","27.55","9.48","26973"
"20250213","836504.BJ","博迅生物","医疗保健","上海","77.91","0.13","0.43","2.58","1.85","0.18","1.15","2.64","0.19","4.44","4.41","20230817","0.18","0.41","-17.92","-46.68","39.84","9.71","1956"
"20250213","839680.BJ","广道数字","软件服务","深圳","0","0.47","0.67","7.6","6.49","0.33","2.84","4.24","-0.35","9.56","2.07","20211115","2.68","4","-45.48","-157.31","37.72","-19.99","7157"
"20250213","836807.BJ","奔朗新材","机械基件","广东","50.04","1.24","1.82","13.44","9.76","1.63","3.07","1.69","0.14","5.14","1.87","20221220","3.94","2.17","-0.62","-22.75","29.42","5.79","10250"
"20250213","871642.BJ","通易航天","航空","江苏","0","1.01","1.04","4.4","2.09","1.63","0.93","0.9","-0.13","2.19","5.4","20210816","0.3","0.29","-18.45","-251.05","20.59","-12.36","4666"
"20250213","603516.SH","淳中科技","IT设备","北京","150.59","2.02","2.02","14.76","10.93","2.61","8","3.97","0.26","6.75","7.59","20180202","3.17","1.57","-3.21","344.54","53.48","14.95","19589"
"20250213","300521.SZ","爱司凯","专用机械","广东","0","1.44","1.44","5.84","3.07","1.31","1.45","1.01","-0.07","3.38","6.12","20160705","1.76","1.22","15.33","-339.58","41.87","-7.86","9032"
"20250213","300563.SZ","神宇股份","通信设备","江苏","94.69","1.24","1.79","12.87","8.3","3.36","4.07","2.28","0.38","5.78","8.24","20161114","4.13","2.31","18.77","67.85","15.6","10.41","37817"
"20250213","688709.SH","成都华微","半导体","四川","154.06","2.18","6.37","34.43","27.6","1.09","14.87","2.33","0.14","4.34","6.54","20240207","5.79","0.91","-32.78","-54.98","77.17","22.11","14427"
"20250213","688205.SH","德科立","通信设备","江苏","126.3","0.68","1.21","25.62","22.2","2.03","18.02","14.9","0.63","18.26","5.82","20220809","2.48","2.05","9.45","15.03","31.97","12.7","6283"
"20250213","301611.SZ","珂玛科技","半导体","江苏","85.76","0.56","4.36","21.72","13.53","3.68","5.29","1.21","0.61","3.4","17.41","20240816","4.89","1.12","0","0","59.42","36.65","27908"
"20250213","600739.SH","辽宁成大","生物制药","辽宁","18.21","15.3","15.3","485.06","120.43","30.52","83.57","5.46","0.47","19.31","0.58","19960819","184.34","12.05","6.58","18.93","13.99","8.25","67597"
"20250213","002139.SZ","拓邦股份","元器件","深圳","24.59","10.71","12.47","122.66","75.91","25.96","21.33","1.71","0.44","5.26","2.76","20070629","31.85","2.55","21.04","46.71","23.71","7.18","83408"
"20250213","301061.SZ","匠心家居","家居用品","江苏","23.1","0.43","1.67","39.65","36.71","1.4","16.75","10.01","2.59","19.78","4.01","20210913","13.84","8.27","27.13","33.56","33.72","23.3","7579"
"20250213","600520.SH","文一科技","半导体","安徽","229.45","1.58","1.58","5.64","4.62","0.62","3.97","2.51","0.11","2.36","14.59","20020108","-2","-1.26","-9.28","120.07","22.94","7.64","55538"
